otu	Order	Family	Genus	Species
Boissonneaua jardini	Caprimulgiformes	Trochilidae	Boissonneaua	Boissonneaua jardini
Boissonneaua matthewsii	Caprimulgiformes	Trochilidae	Boissonneaua	Boissonneaua matthewsii
Bolbopsittacus lunulatus	Psittaciformes	Psittaculidae	Bolbopsittacus	Bolbopsittacus lunulatus
Bolborhynchus ferrugineifrons	Psittaciformes	Psittacidae	Bolborhynchus	Bolborhynchus ferrugineifrons
Bolborhynchus lineola	Psittaciformes	Psittacidae	Bolborhynchus	Bolborhynchus lineola
Bolborhynchus orbygnesius	Psittaciformes	Psittacidae	Bolborhynchus	Bolborhynchus orbygnesius
Bolemoreus frenatus	Passeriformes	Meliphagidae	Bolemoreus	Bolemoreus frenatus
Bolemoreus hindwoodi	Passeriformes	Meliphagidae	Bolemoreus	Bolemoreus hindwoodi
Bombycilla cedrorum	Passeriformes	Bombycillidae	Bombycilla	Bombycilla cedrorum
Bombycilla garrulus	Passeriformes	Bombycillidae	Bombycilla	Bombycilla garrulus
Bombycilla japonica	Passeriformes	Bombycillidae	Bombycilla	Bombycilla japonica
Bonasa umbellus	Galliformes	Phasianidae	Bonasa	Bonasa umbellus
Bostrychia bocagei	Pelecaniformes	Threskiornithidae	Bostrychia	Bostrychia bocagei
Bostrychia carunculata	Pelecaniformes	Threskiornithidae	Bostrychia	Bostrychia carunculata
Bostrychia hagedash	Pelecaniformes	Threskiornithidae	Bostrychia	Bostrychia hagedash
Bostrychia olivacea	Pelecaniformes	Threskiornithidae	Bostrychia	Bostrychia olivacea
Bostrychia rara	Pelecaniformes	Threskiornithidae	Bostrychia	Bostrychia rara
Botaurus lentiginosus	Pelecaniformes	Ardeidae	Botaurus	Botaurus lentiginosus
Botaurus pinnatus	Pelecaniformes	Ardeidae	Botaurus	Botaurus pinnatus
Botaurus poiciloptilus	Pelecaniformes	Ardeidae	Botaurus	Botaurus poiciloptilus
Botaurus stellaris	Pelecaniformes	Ardeidae	Botaurus	Botaurus stellaris
Brachycope anomala	Passeriformes	Ploceidae	Brachycope	Brachycope anomala
Brachygalba albogularis	Galbuliformes	Galbulidae	Brachygalba	Brachygalba albogularis
Brachygalba goeringi	Galbuliformes	Galbulidae	Brachygalba	Brachygalba goeringi
Brachygalba lugubris	Galbuliformes	Galbulidae	Brachygalba	Brachygalba lugubris
Brachygalba salmoni	Galbuliformes	Galbulidae	Brachygalba	Brachygalba salmoni
Brachypteracias leptosomus	Coraciiformes	Brachypteraciidae	Brachypteracias	Brachypteracias leptosomus
Brachypteryx cruralis	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx cruralis
Brachypteryx erythrogyna	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx erythrogyna
Brachypteryx floris	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx floris
Brachypteryx goodfellowi	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx goodfellowi
Brachypteryx hyperythra	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx hyperythra
Brachypteryx leucophris	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx leucophris
Brachypteryx montana	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx montana
Brachypteryx poliogyna	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx poliogyna
Brachypteryx saturata	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx saturata
Brachypteryx sinensis	Passeriformes	Muscicapidae	Brachypteryx	Brachypteryx sinensis
Brachyramphus brevirostris	Charadriiformes	Alcidae	Brachyramphus	Brachyramphus brevirostris
Brachyramphus marmoratus	Charadriiformes	Alcidae	Brachyramphus	Brachyramphus marmoratus
Brachyramphus perdix	Charadriiformes	Alcidae	Brachyramphus	Brachyramphus perdix
Bradornis boehmi	Passeriformes	Muscicapidae	Bradornis	Bradornis boehmi
Bradornis comitatus	Passeriformes	Muscicapidae	Bradornis	Bradornis comitatus
Bradornis fuliginosus	Passeriformes	Muscicapidae	Bradornis	Bradornis fuliginosus
Bradornis mariquensis	Passeriformes	Muscicapidae	Bradornis	Bradornis mariquensis
Bradornis microrhynchus	Passeriformes	Muscicapidae	Bradornis	Bradornis microrhynchus
Bradornis ussheri	Passeriformes	Muscicapidae	Bradornis	Bradornis ussheri
Bradypterus baboecala	Passeriformes	Locustellidae	Bradypterus	Bradypterus baboecala
Bradypterus bangwaensis	Passeriformes	Locustellidae	Bradypterus	Bradypterus bangwaensis
Bradypterus barratti	Passeriformes	Locustellidae	Bradypterus	Bradypterus barratti
Bradypterus brunneus	Passeriformes	Locustellidae	Bradypterus	Bradypterus brunneus
Bradypterus carpalis	Passeriformes	Locustellidae	Bradypterus	Bradypterus carpalis
Bradypterus centralis	Passeriformes	Locustellidae	Bradypterus	Bradypterus centralis
Bradypterus cinnamomeus	Passeriformes	Locustellidae	Bradypterus	Bradypterus cinnamomeus
Bradypterus grandis	Passeriformes	Locustellidae	Bradypterus	Bradypterus grandis
Bradypterus graueri	Passeriformes	Locustellidae	Bradypterus	Bradypterus graueri
Bradypterus lopezi	Passeriformes	Locustellidae	Bradypterus	Bradypterus lopezi
Bradypterus seebohmi	Passeriformes	Locustellidae	Bradypterus	Bradypterus seebohmi
Bradypterus sylvaticus	Passeriformes	Locustellidae	Bradypterus	Bradypterus sylvaticus
Branta bernicla	Anseriformes	Anatidae	Branta	Branta bernicla
Branta canadensis	Anseriformes	Anatidae	Branta	Branta canadensis
Branta hutchinsii	Anseriformes	Anatidae	Branta	Branta hutchinsii
Branta leucopsis	Anseriformes	Anatidae	Branta	Branta leucopsis
Branta ruficollis	Anseriformes	Anatidae	Branta	Branta ruficollis
Branta sandvicensis	Anseriformes	Anatidae	Branta	Branta sandvicensis
Brotogeris chiriri	Psittaciformes	Psittacidae	Brotogeris	Brotogeris chiriri
Brotogeris chrysoptera	Psittaciformes	Psittacidae	Brotogeris	Brotogeris chrysoptera
Brotogeris cyanoptera	Psittaciformes	Psittacidae	Brotogeris	Brotogeris cyanoptera
Brotogeris jugularis	Psittaciformes	Psittacidae	Brotogeris	Brotogeris jugularis
Brotogeris pyrrhoptera	Psittaciformes	Psittacidae	Brotogeris	Brotogeris pyrrhoptera
Brotogeris sanctithomae	Psittaciformes	Psittacidae	Brotogeris	Brotogeris sanctithomae
Brotogeris tirica	Psittaciformes	Psittacidae	Brotogeris	Brotogeris tirica
Brotogeris versicolurus	Psittaciformes	Psittacidae	Brotogeris	Brotogeris versicolurus
Brunhilda charmosyna	Passeriformes	Estrildidae	Brunhilda	Brunhilda charmosyna
Brunhilda erythronotos	Passeriformes	Estrildidae	Brunhilda	Brunhilda erythronotos
Bubalornis albirostris	Passeriformes	Ploceidae	Bubalornis	Bubalornis albirostris
Bubalornis niger	Passeriformes	Ploceidae	Bubalornis	Bubalornis niger
Bubo africanus	Strigiformes	Strigidae	Bubo	Bubo africanus
Bubo ascalaphus	Strigiformes	Strigidae	Bubo	Bubo ascalaphus
Bubo bengalensis	Strigiformes	Strigidae	Bubo	Bubo bengalensis
Bubo bubo	Strigiformes	Strigidae	Bubo	Bubo bubo
Bubo capensis	Strigiformes	Strigidae	Bubo	Bubo capensis
Bubo cinerascens	Strigiformes	Strigidae	Bubo	Bubo cinerascens
Bubo magellanicus	Strigiformes	Strigidae	Bubo	Bubo magellanicus
Bubo milesi	Strigiformes	Strigidae	Bubo	Bubo milesi
Bubo scandiacus	Strigiformes	Strigidae	Bubo	Bubo scandiacus
Bubo virginianus	Strigiformes	Strigidae	Bubo	Bubo virginianus
Bubulcus coromandus	Pelecaniformes	Ardeidae	Bubulcus	Bubulcus coromandus
Bubulcus ibis	Pelecaniformes	Ardeidae	Bubulcus	Bubulcus ibis
Bucanetes githagineus	Passeriformes	Fringillidae	Bucanetes	Bucanetes githagineus
Bucanetes mongolicus	Passeriformes	Fringillidae	Bucanetes	Bucanetes mongolicus
Buccanodon duchaillui	Piciformes	Lybiidae	Buccanodon	Buccanodon duchaillui
Bucco capensis	Galbuliformes	Bucconidae	Bucco	Bucco capensis
Bucco macrodactylus	Galbuliformes	Bucconidae	Bucco	Bucco macrodactylus
Bucco noanamae	Galbuliformes	Bucconidae	Bucco	Bucco noanamae
Bucco tamatia	Galbuliformes	Bucconidae	Bucco	Bucco tamatia
Bucephala albeola	Anseriformes	Anatidae	Bucephala	Bucephala albeola
Bucephala clangula	Anseriformes	Anatidae	Bucephala	Bucephala clangula
Bucephala islandica	Anseriformes	Anatidae	Bucephala	Bucephala islandica
Buceros bicornis	Bucerotiformes	Bucerotidae	Buceros	Buceros bicornis
Buceros hydrocorax	Bucerotiformes	Bucerotidae	Buceros	Buceros hydrocorax
Buceros rhinoceros	Bucerotiformes	Bucerotidae	Buceros	Buceros rhinoceros
Bucorvus abyssinicus	Bucerotiformes	Bucorvidae	Bucorvus	Bucorvus abyssinicus
Bucorvus leadbeateri	Bucerotiformes	Bucorvidae	Bucorvus	Bucorvus leadbeateri
Bugeranus carunculatus	Gruiformes	Gruidae	Bugeranus	Bugeranus carunculatus
Bulweria bulwerii	Procellariiformes	Procellariidae	Bulweria	Bulweria bulwerii
Bulweria fallax	Procellariiformes	Procellariidae	Bulweria	Bulweria fallax
Buphagus africanus	Passeriformes	Buphagidae	Buphagus	Buphagus africanus
Buphagus erythrorynchus	Passeriformes	Buphagidae	Buphagus	Buphagus erythrorynchus
Burhinus capensis	Charadriiformes	Burhinidae	Burhinus	Burhinus capensis
Burhinus grallarius	Charadriiformes	Burhinidae	Burhinus	Burhinus grallarius
Burhinus indicus	Charadriiformes	Burhinidae	Burhinus	Burhinus indicus
Burhinus oedicnemus	Charadriiformes	Burhinidae	Burhinus	Burhinus oedicnemus
Burhinus senegalensis	Charadriiformes	Burhinidae	Burhinus	Burhinus senegalensis
Burhinus vermiculatus	Charadriiformes	Burhinidae	Burhinus	Burhinus vermiculatus
Busarellus nigricollis	Accipitriformes	Accipitridae	Busarellus	Busarellus nigricollis
Butastur indicus	Accipitriformes	Accipitridae	Butastur	Butastur indicus
Butastur liventer	Accipitriformes	Accipitridae	Butastur	Butastur liventer
Butastur rufipennis	Accipitriformes	Accipitridae	Butastur	Butastur rufipennis
Butastur teesa	Accipitriformes	Accipitridae	Butastur	Butastur teesa
Buteo albigula	Accipitriformes	Accipitridae	Buteo	Buteo albigula
Buteo albonotatus	Accipitriformes	Accipitridae	Buteo	Buteo albonotatus
Buteo augur	Accipitriformes	Accipitridae	Buteo	Buteo augur
Buteo auguralis	Accipitriformes	Accipitridae	Buteo	Buteo auguralis
Buteo brachypterus	Accipitriformes	Accipitridae	Buteo	Buteo brachypterus
Buteo brachyurus	Accipitriformes	Accipitridae	Buteo	Buteo brachyurus
Buteo buteo	Accipitriformes	Accipitridae	Buteo	Buteo buteo
Buteo galapagoensis	Accipitriformes	Accipitridae	Buteo	Buteo galapagoensis
Buteo hemilasius	Accipitriformes	Accipitridae	Buteo	Buteo hemilasius
Buteo jamaicensis	Accipitriformes	Accipitridae	Buteo	Buteo jamaicensis
Buteo japonicus	Accipitriformes	Accipitridae	Buteo	Buteo japonicus
Buteo lagopus	Accipitriformes	Accipitridae	Buteo	Buteo lagopus
Buteo lineatus	Accipitriformes	Accipitridae	Buteo	Buteo lineatus
Buteo nitidus	Accipitriformes	Accipitridae	Buteo	Buteo nitidus
Buteo oreophilus	Accipitriformes	Accipitridae	Buteo	Buteo oreophilus
Buteo plagiatus	Accipitriformes	Accipitridae	Buteo	Buteo plagiatus
Buteo platypterus	Accipitriformes	Accipitridae	Buteo	Buteo platypterus
Buteo refectus	Accipitriformes	Accipitridae	Buteo	Buteo refectus
Buteo regalis	Accipitriformes	Accipitridae	Buteo	Buteo regalis
Buteo ridgwayi	Accipitriformes	Accipitridae	Buteo	Buteo ridgwayi
Buteo rufinus	Accipitriformes	Accipitridae	Buteo	Buteo rufinus
Buteo rufofuscus	Accipitriformes	Accipitridae	Buteo	Buteo rufofuscus
Buteo socotraensis	Accipitriformes	Accipitridae	Buteo	Buteo socotraensis
Buteo solitarius	Accipitriformes	Accipitridae	Buteo	Buteo solitarius
Buteo swainsoni	Accipitriformes	Accipitridae	Buteo	Buteo swainsoni
Buteo trizonatus	Accipitriformes	Accipitridae	Buteo	Buteo trizonatus
Buteo ventralis	Accipitriformes	Accipitridae	Buteo	Buteo ventralis
Buteogallus aequinoctialis	Accipitriformes	Accipitridae	Buteogallus	Buteogallus aequinoctialis
Buteogallus anthracinus	Accipitriformes	Accipitridae	Buteogallus	Buteogallus anthracinus
Buteogallus coronatus	Accipitriformes	Accipitridae	Buteogallus	Buteogallus coronatus
Buteogallus gundlachii	Accipitriformes	Accipitridae	Buteogallus	Buteogallus gundlachii
Buteogallus lacernulatus	Accipitriformes	Accipitridae	Buteogallus	Buteogallus lacernulatus
Buteogallus meridionalis	Accipitriformes	Accipitridae	Buteogallus	Buteogallus meridionalis
Buteogallus schistaceus	Accipitriformes	Accipitridae	Buteogallus	Buteogallus schistaceus
Buteogallus solitarius	Accipitriformes	Accipitridae	Buteogallus	Buteogallus solitarius
Buteogallus urubitinga	Accipitriformes	Accipitridae	Buteogallus	Buteogallus urubitinga
Buthraupis montana	Passeriformes	Thraupidae	Buthraupis	Buthraupis montana
Butorides striata	Pelecaniformes	Ardeidae	Butorides	Butorides striata
Butorides virescens	Pelecaniformes	Ardeidae	Butorides	Butorides virescens
Bycanistes albotibialis	Bucerotiformes	Bucerotidae	Bycanistes	Bycanistes albotibialis
Bycanistes brevis	Bucerotiformes	Bucerotidae	Bycanistes	Bycanistes brevis
Bycanistes bucinator	Bucerotiformes	Bucerotidae	Bycanistes	Bycanistes bucinator
Bycanistes cylindricus	Bucerotiformes	Bucerotidae	Bycanistes	Bycanistes cylindricus
Bycanistes fistulator	Bucerotiformes	Bucerotidae	Bycanistes	Bycanistes fistulator
Bycanistes subcylindricus	Bucerotiformes	Bucerotidae	Bycanistes	Bycanistes subcylindricus
Cacatua alba	Psittaciformes	Cacatuidae	Cacatua	Cacatua alba
Cacatua citrinocristata	Psittaciformes	Cacatuidae	Cacatua	Cacatua citrinocristata
Cacatua ducorpsii	Psittaciformes	Cacatuidae	Cacatua	Cacatua ducorpsii
Cacatua galerita	Psittaciformes	Cacatuidae	Cacatua	Cacatua galerita
Cacatua goffiniana	Psittaciformes	Cacatuidae	Cacatua	Cacatua goffiniana
Cacatua leadbeateri	Psittaciformes	Cacatuidae	Cacatua	Cacatua leadbeateri
Cacatua moluccensis	Psittaciformes	Cacatuidae	Cacatua	Cacatua moluccensis
Cacatua ophthalmica	Psittaciformes	Cacatuidae	Cacatua	Cacatua ophthalmica
Cacatua pastinator	Psittaciformes	Cacatuidae	Cacatua	Cacatua pastinator
Cacatua sanguinea	Psittaciformes	Cacatuidae	Cacatua	Cacatua sanguinea
Cacatua sulphurea	Psittaciformes	Cacatuidae	Cacatua	Cacatua sulphurea
Cacatua tenuirostris	Psittaciformes	Cacatuidae	Cacatua	Cacatua tenuirostris
Cacicus cela	Passeriformes	Icteridae	Cacicus	Cacicus cela
Cacicus chrysonotus	Passeriformes	Icteridae	Cacicus	Cacicus chrysonotus
Cacicus chrysopterus	Passeriformes	Icteridae	Cacicus	Cacicus chrysopterus
Cacicus haemorrhous	Passeriformes	Icteridae	Cacicus	Cacicus haemorrhous
Cacicus koepckeae	Passeriformes	Icteridae	Cacicus	Cacicus koepckeae
Cacicus latirostris	Passeriformes	Icteridae	Cacicus	Cacicus latirostris
Cacicus oseryi	Passeriformes	Icteridae	Cacicus	Cacicus oseryi
Cacicus sclateri	Passeriformes	Icteridae	Cacicus	Cacicus sclateri
Cacicus solitarius	Passeriformes	Icteridae	Cacicus	Cacicus solitarius
Cacicus uropygialis	Passeriformes	Icteridae	Cacicus	Cacicus uropygialis
Cacomantis aeruginosus	Cuculiformes	Cuculidae	Cacomantis	Cacomantis aeruginosus
Cacomantis castaneiventris	Cuculiformes	Cuculidae	Cacomantis	Cacomantis castaneiventris
Cacomantis flabelliformis	Cuculiformes	Cuculidae	Cacomantis	Cacomantis flabelliformis
Cacomantis leucolophus	Cuculiformes	Cuculidae	Cacomantis	Cacomantis leucolophus
Cacomantis merulinus	Cuculiformes	Cuculidae	Cacomantis	Cacomantis merulinus
Cacomantis pallidus	Cuculiformes	Cuculidae	Cacomantis	Cacomantis pallidus
Cacomantis passerinus	Cuculiformes	Cuculidae	Cacomantis	Cacomantis passerinus
Cacomantis sonneratii	Cuculiformes	Cuculidae	Cacomantis	Cacomantis sonneratii
Cacomantis variolosus	Cuculiformes	Cuculidae	Cacomantis	Cacomantis variolosus
Cairina moschata	Anseriformes	Anatidae	Cairina	Cairina moschata
Calamanthus campestris	Passeriformes	Acanthizidae	Calamanthus	Calamanthus campestris
Calamanthus fuliginosus	Passeriformes	Acanthizidae	Calamanthus	Calamanthus fuliginosus
Calamanthus montanellus	Passeriformes	Acanthizidae	Calamanthus	Calamanthus montanellus
Calamonastes fasciolatus	Passeriformes	Cisticolidae	Calamonastes	Calamonastes fasciolatus
Calamonastes simplex	Passeriformes	Cisticolidae	Calamonastes	Calamonastes simplex
Calamonastes stierlingi	Passeriformes	Cisticolidae	Calamonastes	Calamonastes stierlingi
Calamonastes undosus	Passeriformes	Cisticolidae	Calamonastes	Calamonastes undosus
Calamonastides gracilirostris	Passeriformes	Acrocephalidae	Calamonastides	Calamonastides gracilirostris
Calamornis heudei	Passeriformes	Paradoxornithidae	Calamornis	Calamornis heudei
Calamospiza melanocorys	Passeriformes	Passerellidae	Calamospiza	Calamospiza melanocorys
Calandrella acutirostris	Passeriformes	Alaudidae	Calandrella	Calandrella acutirostris
Calandrella blanfordi	Passeriformes	Alaudidae	Calandrella	Calandrella blanfordi
Calandrella brachydactyla	Passeriformes	Alaudidae	Calandrella	Calandrella brachydactyla
Calandrella cinerea	Passeriformes	Alaudidae	Calandrella	Calandrella cinerea
Calandrella dukhunensis	Passeriformes	Alaudidae	Calandrella	Calandrella dukhunensis
Calandrella eremica	Passeriformes	Alaudidae	Calandrella	Calandrella eremica
Calcarius lapponicus	Passeriformes	Calcariidae	Calcarius	Calcarius lapponicus
Calcarius ornatus	Passeriformes	Calcariidae	Calcarius	Calcarius ornatus
Calcarius pictus	Passeriformes	Calcariidae	Calcarius	Calcarius pictus
Calendulauda africanoides	Passeriformes	Alaudidae	Calendulauda	Calendulauda africanoides
Calendulauda albescens	Passeriformes	Alaudidae	Calendulauda	Calendulauda albescens
Calendulauda burra	Passeriformes	Alaudidae	Calendulauda	Calendulauda burra
Calendulauda erythrochlamys	Passeriformes	Alaudidae	Calendulauda	Calendulauda erythrochlamys
Calendulauda poecilosterna	Passeriformes	Alaudidae	Calendulauda	Calendulauda poecilosterna
Calendulauda sabota	Passeriformes	Alaudidae	Calendulauda	Calendulauda sabota
Calherodius leuconotus	Pelecaniformes	Ardeidae	Calherodius	Calherodius leuconotus
Calicalicus madagascariensis	Passeriformes	Vangidae	Calicalicus	Calicalicus madagascariensis
Calicalicus rufocarpalis	Passeriformes	Vangidae	Calicalicus	Calicalicus rufocarpalis
Calidris acuminata	Charadriiformes	Scolopacidae	Calidris	Calidris acuminata
Calidris alba	Charadriiformes	Scolopacidae	Calidris	Calidris alba
Calidris alpina	Charadriiformes	Scolopacidae	Calidris	Calidris alpina
Calidris bairdii	Charadriiformes	Scolopacidae	Calidris	Calidris bairdii
Calidris canutus	Charadriiformes	Scolopacidae	Calidris	Calidris canutus
Calidris falcinellus	Charadriiformes	Scolopacidae	Calidris	Calidris falcinellus
Calidris ferruginea	Charadriiformes	Scolopacidae	Calidris	Calidris ferruginea
Calidris fuscicollis	Charadriiformes	Scolopacidae	Calidris	Calidris fuscicollis
Calidris himantopus	Charadriiformes	Scolopacidae	Calidris	Calidris himantopus
Calidris maritima	Charadriiformes	Scolopacidae	Calidris	Calidris maritima
Calidris mauri	Charadriiformes	Scolopacidae	Calidris	Calidris mauri
Calidris melanotos	Charadriiformes	Scolopacidae	Calidris	Calidris melanotos
Calidris minuta	Charadriiformes	Scolopacidae	Calidris	Calidris minuta
Calidris minutilla	Charadriiformes	Scolopacidae	Calidris	Calidris minutilla
Calidris ptilocnemis	Charadriiformes	Scolopacidae	Calidris	Calidris ptilocnemis
Calidris pugnax	Charadriiformes	Scolopacidae	Calidris	Calidris pugnax
Calidris pusilla	Charadriiformes	Scolopacidae	Calidris	Calidris pusilla
Calidris pygmaea	Charadriiformes	Scolopacidae	Calidris	Calidris pygmaea
Calidris ruficollis	Charadriiformes	Scolopacidae	Calidris	Calidris ruficollis
Calidris subminuta	Charadriiformes	Scolopacidae	Calidris	Calidris subminuta
Calidris subruficollis	Charadriiformes	Scolopacidae	Calidris	Calidris subruficollis
Calidris temminckii	Charadriiformes	Scolopacidae	Calidris	Calidris temminckii
Calidris tenuirostris	Charadriiformes	Scolopacidae	Calidris	Calidris tenuirostris
Calidris virgata	Charadriiformes	Scolopacidae	Calidris	Calidris virgata
Caligavis chrysops	Passeriformes	Meliphagidae	Caligavis	Caligavis chrysops
Caligavis obscura	Passeriformes	Meliphagidae	Caligavis	Caligavis obscura
